prompt_id,objetivo,nivel,dias_por_semana,rango_peso,peso_kg,altura_cm,edad,sexo,lesiones,equipamiento,objetivo_nutricional,entregables
RAG-FUE-INT-3D-MEDIO,Aumentar fuerza,Intermedio,3,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-INT-3D-ALTO,Aumentar fuerza,Intermedio,3,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-INT-4D-LIVIANO,Aumentar fuerza,Intermedio,4,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-INT-4D-MEDIO,Aumentar fuerza,Intermedio,4,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-INT-4D-ALTO,Aumentar fuerza,Intermedio,4,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-INT-5D-LIVIANO,Aumentar fuerza,Intermedio,5,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-INT-5D-MEDIO,Aumentar fuerza,Intermedio,5,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-INT-5D-ALTO,Aumentar fuerza,Intermedio,5,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-INT-6D-LIVIANO,Aumentar fuerza,Intermedio,6,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-INT-6D-MEDIO,Aumentar fuerza,Intermedio,6,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-INT-6D-ALTO,Aumentar fuerza,Intermedio,6,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-AVA-3D-LIVIANO,Aumentar fuerza,Avanzado,3,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-AVA-3D-MEDIO,Aumentar fuerza,Avanzado,3,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-AVA-3D-ALTO,Aumentar fuerza,Avanzado,3,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-AVA-4D-LIVIANO,Aumentar fuerza,Avanzado,4,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-AVA-4D-MEDIO,Aumentar fuerza,Avanzado,4,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-AVA-4D-ALTO,Aumentar fuerza,Avanzado,4,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-AVA-5D-LIVIANO,Aumentar fuerza,Avanzado,5,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-AVA-5D-MEDIO,Aumentar fuerza,Avanzado,5,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-AVA-5D-ALTO,Aumentar fuerza,Avanzado,5,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-AVA-6D-LIVIANO,Aumentar fuerza,Avanzado,6,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-AVA-6D-MEDIO,Aumentar fuerza,Avanzado,6,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-FUE-AVA-6D-ALTO,Aumentar fuerza,Avanzado,6,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",energia_rendimiento_fuerza,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INI-3D-LIVIANO,Mejorar resistencia,Inicial,3,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INI-3D-MEDIO,Mejorar resistencia,Inicial,3,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INI-3D-ALTO,Mejorar resistencia,Inicial,3,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INI-4D-LIVIANO,Mejorar resistencia,Inicial,4,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INI-4D-MEDIO,Mejorar resistencia,Inicial,4,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INI-4D-ALTO,Mejorar resistencia,Inicial,4,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INI-5D-LIVIANO,Mejorar resistencia,Inicial,5,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INI-5D-MEDIO,Mejorar resistencia,Inicial,5,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INI-5D-ALTO,Mejorar resistencia,Inicial,5,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INI-6D-LIVIANO,Mejorar resistencia,Inicial,6,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INI-6D-MEDIO,Mejorar resistencia,Inicial,6,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INI-6D-ALTO,Mejorar resistencia,Inicial,6,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INT-3D-LIVIANO,Mejorar resistencia,Intermedio,3,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INT-3D-MEDIO,Mejorar resistencia,Intermedio,3,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INT-3D-ALTO,Mejorar resistencia,Intermedio,3,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INT-4D-LIVIANO,Mejorar resistencia,Intermedio,4,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INT-4D-MEDIO,Mejorar resistencia,Intermedio,4,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INT-4D-ALTO,Mejorar resistencia,Intermedio,4,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INT-5D-LIVIANO,Mejorar resistencia,Intermedio,5,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INT-5D-MEDIO,Mejorar resistencia,Intermedio,5,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INT-5D-ALTO,Mejorar resistencia,Intermedio,5,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INT-6D-LIVIANO,Mejorar resistencia,Intermedio,6,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INT-6D-MEDIO,Mejorar resistencia,Intermedio,6,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-INT-6D-ALTO,Mejorar resistencia,Intermedio,6,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-AVA-3D-LIVIANO,Mejorar resistencia,Avanzado,3,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-AVA-3D-MEDIO,Mejorar resistencia,Avanzado,3,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-AVA-3D-ALTO,Mejorar resistencia,Avanzado,3,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-AVA-4D-LIVIANO,Mejorar resistencia,Avanzado,4,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-AVA-4D-MEDIO,Mejorar resistencia,Avanzado,4,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-AVA-4D-ALTO,Mejorar resistencia,Avanzado,4,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-AVA-5D-LIVIANO,Mejorar resistencia,Avanzado,5,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-AVA-5D-MEDIO,Mejorar resistencia,Avanzado,5,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-AVA-5D-ALTO,Mejorar resistencia,Avanzado,5,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-AVA-6D-LIVIANO,Mejorar resistencia,Avanzado,6,liviano,60,165,35,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-AVA-6D-MEDIO,Mejorar resistencia,Avanzado,6,medio,78,172,40,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
RAG-RES-AVA-6D-ALTO,Mejorar resistencia,Avanzado,6,alto,95,176,49,masculino/femenino,sin lesiones reportadas,"gimnasio completo: máquinas, poleas, barras, mancuernas, banco, cardio",rendimiento_resistencia_recuperacion,"rutina_texto,dieta_texto,json_rutina_dieta,pdf_rutina,pdf_dieta"
